Restaurant,cleaned_text
Boon Signature Roast Pork,thick juicy slice moist belly pork perfect crust love
Boon Signature Roast Pork,believe mighty fine dine swine love pork end yo fork boon place got crispity crunchity pork belly savory delightful char shiu even believe mighty fine dine swine love pork end yo fork boon place got crispity crunchity pork belly savory delightful char shiu even rice ever nice hog heaven next trip boon pig mess
Boon Signature Roast Pork,crispy roast pork almost melt mouth tender char siew delicious iberico roast pork curry noodle great worth visit
Boon Signature Roast Pork,average exceptional u also pay average price siew yuk wld still rank pudu wong kee first char siew s tnr real char siew thing baffle shop pay average exceptional u also pay average price siew yuk wld still rank pudu wong kee first char siew s tnr real char siew thing baffle shop pay service charge dine exactly like coffee shop service ambience plain price already average add service charge would rank pricey
Boon Signature Roast Pork,roast pork changed life
Boon Signature Roast Pork,nice roast pork char siew also good chicken suck however recently sometimes quality consistent
Boon Signature Roast Pork,siew yoke sold knowing gd selling item shud hv done disapppint customer char siew enough honey juicy fried chicken ok tender mee dry sweet sour mixed vegetable disappointment
Boon Signature Roast Pork,yummy curry one also bad
Boon Signature Roast Pork,quality general dipped used confidently recommend place cant quality general dipped used confidently recommend place cant food ok justify spending rm plate roast pork wan tan mee get something similar taste good elsewhere less half price
Boon Signature Roast Pork,like roasted pork better wong mei kee pudu best taste good crispy skin little salty ok rice back roast pork
Boon Signature Roast Pork,roast pork look great nice crackling char siew good moderate burnt crunchy bit rice really good
Boon Signature Roast Pork,pork great rice good price reasonable quality sauce cutlery self service overall good experience
Boon Signature Roast Pork,bad attitude went take away receipt number given different number laminated card need presented calling number cashier questioned asking whether changed bad attitude went take away receipt number given different number laminated card need presented calling number cashier questioned asking whether changed laminated card number kitchen worker found receipt number laminated card number different like asked order complete ignored
Boon Signature Roast Pork,good food try thir dry curry mee delicious
Boon Signature Roast Pork,perfect combination little soft pork fat bottom slice crunchyness chewy pork meat top bbq sauce drizzled yummy sweet roast chicken yum yum perfect combination little soft pork fat bottom slice crunchyness chewy pork meat top bbq sauce drizzled yummy sweet roast chicken yum yum black pepper drizzled made delicious chicken tender juicy let say meat delicious one lil sweet lil peppery complimented rice gravy well rice usual thin rice come chicken char siew rice one used bigger usual thought would problem nope gelled well together yummy gravy tasted slightly different usual ketchup local accustomed less delicious scrumptious pork chicken meat taste one accompanied rice perfectly complemented noodle easily gobbled within minute loved
Boon Signature Roast Pork,great braised pork peanut rice slightly home taste taste better steam pork patty well
Boon Signature Roast Pork,one best roasted pork crunchy juicy tender note extremely packed lunch hour public holiday
Boon Signature Roast Pork,ordered mixed meat signature curry wanton mee rm crispy roasted pork good crunchy skin bbq cha siew bit hard chewy ordered mixed meat signature curry wanton mee rm crispy roasted pork good crunchy skin bbq cha siew bit hard chewy like chicken special green sauce topping taste bit different ordinary curry noodle delicious would like try normal wanton mee next time complimentary soup tasty finish whole bowl although quite pricey get try triple meat one go still recommended accepted payment tngo ewallet favepay might offer cashback depend app smart saver pservice good environment air conditioning avoid seat nearby entrance cause open air hot visited september
Boon Signature Roast Pork,ordered grab food telling family roast pork food arrived good used bottom part roast pork burnt black taste also good
Boon Signature Roast Pork,got roast pork char siu delicious amazing price little steep think worth quality food
Boon Signature Roast Pork,long queue long waiting time food served serve noodle without siew yoke chicken food nothing great pricey
Boon Signature Roast Pork,apology giving one star cause thought guy deliver puchong found recently facebook page delivery puchong possible thru goget ordered vacuum packed roast pork father day dad loved thank consistently good quality tasty roast pork
Boon Signature Roast Pork,siew yoke char siew really nice price really steep
Boon Signature Roast Pork,rm small portion though skin crunchy rest meat nothing shout feel portion small price
Boon Signature Roast Pork,portion improved slightly compared awhile ago came best upgraded acceptable acceptable range curry mee
Boon Signature Roast Pork,char siew fat much meat roast pork strong smell seng soup ordered superb sour spicy enough lastly chilli paste awesome
Boon Signature Roast Pork,dad found place newspaper tried say pretty good char siew chicken pork best ever tasted place nice grungy design giving modern feel clean place would definitely come
Boon Signature Roast Pork,met singaporean friend lunch time pretty packed saturday roast pork good crispy tender cut small bite size char siew good prefer hong kong big block cut syle roast chicken pretty average unfortunately
