Author,Review,Rating,Restaurant,Location
Cecelia,"I have...mixed feelings about this place. I had high expectations after hearing all the rave reviews from friends. …MoreI have...mixed feelings about this place. I had high expectations after hearing all the rave reviews from friends.What I liked:1. Kombu butter with bread was excellent. Wish we had seconds.2. Caviar with the waffle was an interesting combination (though my partner remarked it tasted like the A&W waffle?)3. Beef cheek risotto was quite tasty, but I somehow wasn't too fond of the overly wet texture...but I guess that's just me. The tripe they put in it is the bomb!!!4. Presentation of the food was very aesthetically pleasing!5. The interior decoration deserves a special mention, because it looks absolutely divine.What I didn't like:1. The service. For a high end place like this, I actually feel disappointed. The waiter wasn't very friendly or welcoming.2. The hot chocolate. Why in the world did I think it was a good idea to order this? It was bad. Even Starbucks is better than their overpriced ""single origin 70% chocolate"" or whatever.3. The escargots were....very disappointing. Upon arriving at the table they had a very distinct fishy smell. I don't think the fried exterior matches the burst of fishy liquid coming from the escargot inside....we struggled to finish this4. Cauliflower. This was a letdown for me because I felt the cheese and truffle were taking turns to overpower each other and it left me feeling slightly queasy. (Don't let me hinder your food choices though because my partner thought this was fine)5. Ambiance was horrible. I kind of felt like I was in a fish market because of how noisy it was.6. Loin steak was meh. Just standard fare nothing to write home about.","Rated 2.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Purple dee,"Thanks for asking if I'm celebrating any occasion when I called for booking. Glad with the service and surprise dessert for our celebration. While the waiters and waitress are super attentive, our table (with view) can be super busy as the corridor is quite narrow.","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Cassy Ong,"Its was an awesome experience dining here. Service team was really nice to us. Specially thanks to the manager, Mr Daniel and Assistant, Mr Jason for treating us well and gave us recommendations on food selection. Staffs are also very …MoreIts was an awesome experience dining here. Service team was really nice to us. Specially thanks to the manager, Mr Daniel and Assistant, Mr Jason for treating us well and gave us recommendations on food selection. Staffs are also very attentive and friendly. Explained well on the menu and dishes served.If you are looking for French dining, it is an excellent choice. Would definitely recommend my friends and family to come over and revisit here anytime soon.Food and beverages here is good and ambience at night is great with city night view. Great dating space for couples!","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Jun Er,"Lovely Crew, lovely view. The Barossa Shiraz on the menu is good value. Favourite dish is the aubergine which is very nice. The chocolate soufflé is divine. Had the duck,  will be back to try the beef.","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
peikuan 331,"Beautiful ambience, great food, good service and reasonable price  :)","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Matt Clarke,"A great experience - set menu 2 course 55rm - Terrific value for the price and the quality of the meals, excellent presentation and taste. Service was first class - not your everyday place but for a special meal it’s great","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Yew Wai K,"Fancy restaurant within Alila, nice design and decorHowever, food was just so-so, we expected better, we ordered : …MoreFancy restaurant within Alila, nice design and decorHowever, food was just so-so, we expected better, we ordered :eggplant (the sauce combination didn’t come out well)honeycomb tripe (tomato based but taste was confusing)chicken feet (our favorite - healthy chicken soup,shima aji fish andsawara fish (our favorite- well cooked fishThe service was good and the Red and White house wines are recommended","Rated 3.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Sylvia KL,"Excellent food, ambience and service! Price was very reasonable.We celebrated our anniversary in the restaurant (table 24) last week and the gentleman who served our table was above and beyond our expectations. …MoreExcellent food, ambience and service! Price was very reasonable.We celebrated our anniversary in the restaurant (table 24) last week and the gentleman who served our table was above and beyond our expectations.Thanks for the complementary sparkling wine, wine and dessert.Hghly recommend!","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Yen Chyi Leow,"Nice ambience and view for a good date.Ordered cauliflower, lamb and Dover sole.Food tastes okay, just not my cup of tea.","Rated 3.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Jane C,"Overrated . Shame that the restaurant with nice view but the ambiance of the restaurant as too noisy if you are sitting inside the closed area where surrounded by glass. …MoreOverrated . Shame that the restaurant with nice view but the ambiance of the restaurant as too noisy if you are sitting inside the closed area where surrounded by glass.Me and my husband had ordered the 5 & 7 course meal where the first 2 course taste ok but the first course which served on a paper cardboard and the thin crust on the dish which is chewy and we were struggling to eat with fork and knife as the texture which just hard to cut by knife plus the cardboard which is not giving a support  , we ended up by using our hands. It was strange that we have to use our hand in French dining ..The 3rd to 6th courses  which were disappointed, taste flat and repeating the same presentation / technique  -Foams and Airs(Emulsification). So basically we were eating foams and airs for almost the entire night.We had gave up entire 1.5 piece of fish ( I had 0.5 piece ) and my husband left his fish after first bite , the fish came with lots bones and the waiter did ask me what went wrong and we said too much bone , basically the entire piece of fish came with bone ( the waiter gave us a smile, that’s it ) the chef didn’t bother come to us to find out.The food being served too fast , it is not really a French dining where each course being served with break...Shame...Updated : 2/10Here you go, the below automated  reply from Entier , showing no effort to improve. I have explained what issues I had and they still need me to email them??","Rated 2.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Louise,"To be honest with my experience today, disappointed.Weekdays lunch set- …MoreTo be honest with my experience today, disappointed.Weekdays lunch set-Starter:👍🏼 Cauliflower - Quiche, diner likes it.👍🏼 Beef - Diner likes it.  🏼 Garden - Green salad, nothing too special, dressing is too strong and snapped all the attention (not in a positive way).🔺Their house made kombu butter is a highlight.Main:👎🏼 Chicken - Please skip this option, please. Taste very blunt, nothing extraordinary, understanding that chicken breast is naturally a hard-to-wow ingredient, sauce is not lighting the chicken up and almost taste nothing. Prawn ravioli doesn't look appealing and tastes bitter somehow! Couldn't taste the prawn either. Feedback to our server TWICE and made sure he delivered to the chef because it's **** for the price I paid. Sorry not sorry but Nando's is MUCH better.👎🏼 Lamb - Too dried, too- dried-. Jerky and chewy texture.👍🏼 Duck - Duck is tender! But portion/amount of the duck meat is far less to our expectation (3-4 pieces). Sauce is pretty good, diners like it.Dessert:👍🏼 Chocolate - Fresh baked soufflé, diners like it. Waited for a good while to be ready though.👌🏼 Apple - Tarte. Ordinary but good.👌🏼 Madeleine - Salted caramel ice-cream, nothing too wow unfortunately.I expected more for the price it costs per person. Would love to bring my (French) fiancé and his family here but I am reconsidering it after bringing my family here.Conclusion:🔺Atmosphere & Vibe: 🌕🌕🌕🌕🌗 (great to chill with friends and family for quality time)🔺Food & Taste: 🌕🌕🌖🌑🌑 (you need to choose VERY carefully and be lucky, not everything on the menu are impressive and worthy)🔺Service: N/A, no rating🔺Value: 🌕🌕🌗🌑🌑 (I can't get over the disappointment from my Chicken main course)🔺Safety (in the middle of a pandemic): 🌕🌕🌕🌕🌕 (all staff at front of house were wearing masks correctly, safe distance between tables and diners, paper bags provided for diners to keep their used masks)","Rated 3.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Aziq Aqil,"Food was lovely. Everything was well thought of. The chocolate souffle was so rich and creamy. It amazes me that their cheese selection is not much but the cheese that they serve on the platter was not that bad. Probably add some Colby Jack …MoreFood was lovely. Everything was well thought of. The chocolate souffle was so rich and creamy. It amazes me that their cheese selection is not much but the cheese that they serve on the platter was not that bad. Probably add some Colby Jack or a tiny serve of Parmigiano-Reggiano if it was up to me but it was actually good when paired with the crackers and grapes. The fish was exquisite. It was tender and the base that was used was so light and tangy. The froth makes the dish looks polished. I ordered a cup of hot chocolate and i have to say, it was good but not the best. Im sorry to say but the hot chocolate needs to be thicker that it coats your mouth. I just prefer it the Italian way but props to the team at Entier for serving me and my family an amazing lunch. Thank you.","Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
Calvin Yap KL,Highly recommended. Nice ambiance with great food. Was there during lunch and had an awesome time. The bread and butter is one of the best that I have ever tried. Waiters are very attentive n friendly.Recommended to make reservation.,"Rated 5.0 out of 5,",Entier French Dining,"Level 41 at Alila Bangsar No 58, Jalan Ang Seng, Brickfields, Kuala Lumpur"
